Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,Race,RCA,Colour of skin,Date of birth,Number of national team appearances,Goals scored for the national team,Salary,Rental club,UID
Flávio,M C,26,120,125,Brazil,Trabzonspor A.Ş.,8,10,11,8,13,10,10,10,8,13,13,10,11,12,15,14,13,12,13,11,12,14,13,8,12,10,14,15,13,12,11,8,14,13,15,13,12,13,13,4,17,1,1,1,2,3,3,1,2,1,1,3,13,10,7,12,13,13,12,11,1,1,1,1,1,1,15,1,20,9,1,9,1,1,177,73,10,20,908675,5750,6050,3750,Mixed_Race,119,8,1996/2/10,0,0,24037,Al-Taawoun Football Club,19259414
Pablo Hernández1,DM/M/AM LC,35,120,151,"Chile,Argentina",O'Higgins,12,12,11,10,15,13,12,13,8,9,14,14,9,14,16,14,15,13,14,14,13,14,16,11,14,9,16,10,9,11,10,14,11,10,11,13,8,14,11,14,15,3,1,3,2,2,2,3,3,1,2,1,12,15,8,10,9,13,13,8,1,1,1,1,1,1,16,13,20,8,15,18,10,12,185,81,20,8,82633,5830,5830,5824,Mediterranean_Hispanic,117,10,1986/10/24,30,3,6439,,14003946
Martin Baturina,M/AM C,19,120,-85,Croatia,GNK Dinamo Zagreb,12,13,14,10,14,12,6,13,4,7,13,10,10,14,11,14,10,12,9,14,13,15,14,8,12,10,11,12,13,13,12,8,13,11,11,9,12,6,12,7,12,3,3,2,1,2,2,3,1,1,2,1,13,15,8,9,15,14,9,12,1,1,1,1,1,1,12,12,20,13,12,18,12,1,172,68,13,20,6359999,6150,5950,5400,Northern_European,117,3,2003/2/16,0,0,3836,,24065108
Enis Çokaj,DM/M C,23,120,135,Albania,Panathinaikos AO,13,11,9,8,10,12,10,13,8,13,14,11,13,11,17,11,15,9,13,11,11,15,8,13,9,13,13,18,11,12,13,8,15,11,17,12,13,10,11,6,4,2,4,4,1,3,1,1,2,2,1,2,11,12,8,13,13,12,9,10,1,1,1,1,1,1,20,6,19,1,1,10,1,1,176,0,9,20,2366780,5750,6050,4750,Northern_European,118,2,1999/2/23,3,0,3634,,24065180
Ivor Pandur,GK,22,120,146,Croatia,Hellas Verona,2,1,2,1,9,1,7,2,1,2,10,3,3,9,8,12,13,11,12,8,11,3,6,14,4,14,12,12,10,13,11,15,16,12,10,12,13,7,11,7,1,11,12,11,8,14,12,13,13,11,14,13,20,12,6,12,12,11,10,7,20,1,1,1,1,1,1,1,1,1,1,1,1,1,187,82,12,20,2556799,6000,5348,4016,Northern_European,120,6,2000/3/25,0,0,4384,Fortuna Sittard,24060905
Darko Nejašmić,DM/M C,23,120,135,Croatia,NK Osijek,10,13,11,8,14,8,13,12,7,11,15,11,12,12,13,15,15,13,12,16,11,12,13,11,11,12,14,12,10,11,13,11,13,10,14,12,12,7,12,11,11,1,2,3,3,1,1,2,2,3,2,2,13,10,13,10,8,12,12,12,1,1,12,5,1,8,20,1,18,13,1,8,4,1,183,74,8,20,1285724,5800,5348,3116,Northern_European,117,4,1999/1/25,0,0,3452,,24057435
Jakov Medic,D/DM C,23,120,132,"Croatia,Bosnia and Herzegovina",FC St. Pauli,6,7,8,8,11,8,13,7,6,13,12,6,13,10,15,12,15,12,12,11,12,17,9,10,8,13,13,13,12,9,15,16,15,13,13,13,15,12,12,5,13,2,3,3,1,2,2,1,1,2,3,1,17,15,8,7,14,12,11,10,1,1,20,1,1,1,17,1,14,1,1,1,1,10,193,91,10,20,1685824,6000,5195,4416,Northern_European,119,2,1998/9/7,0,0,1500,,24055490
Schettine,S,26,120,125,Brazil,Sporting Clube de Braga,7,10,13,15,13,8,12,11,2,4,12,12,7,13,14,13,13,12,8,13,12,13,10,9,12,6,11,13,13,12,14,10,14,13,13,12,12,9,11,8,10,2,2,3,2,1,1,3,4,2,3,1,8,14,6,6,9,13,12,11,1,1,1,1,1,1,1,1,1,1,10,1,1,20,180,82,12,20,371249,6000,5800,4003,Mediterranean_Hispanic,120,6,1995/10/10,0,0,3015,Grasshopper Club Zürich,19202705
Zé Ricardo,DM/M C,26,120,124,Brazil,AMG,10,10,11,11,13,10,8,10,6,12,13,6,13,12,7,12,12,12,12,12,13,3,5,11,12,12,13,13,13,13,11,10,10,13,13,11,13,9,15,12,12,3,2,2,2,3,1,1,3,4,3,3,14,10,5,14,13,11,13,18,1,1,1,1,1,1,20,1,18,1,1,1,1,1,177,74,10,20,445673,5913,5913,2798,Mediterranean_Hispanic,119,8,1996/3/9,0,0,5385,,19261273
Patrick William,D RC,25,120,134,Brazil,Rio Ave Futebol Clube,6,8,11,9,11,13,12,9,9,14,12,8,13,11,15,12,16,12,14,10,11,15,8,10,8,12,13,14,12,12,13,12,12,13,13,14,12,12,12,8,12,3,2,2,3,2,1,1,1,1,2,1,15,15,6,10,13,14,10,10,1,1,20,15,1,1,1,1,1,1,1,1,1,1,185,78,9,20,707808,5993,5993,3997,Northern_European,120,4,1997/6/3,0,0,3149,,19261528
Wellington Rato,AM RL,30,120,122,Brazil,ATG,12,14,12,12,13,11,8,12,5,11,13,8,9,13,12,10,13,12,12,13,13,13,11,8,12,6,14,13,13,12,12,7,12,12,13,12,12,8,10,8,11,2,3,2,2,2,4,2,3,3,3,1,9,12,2,13,12,13,12,11,1,1,1,1,1,1,1,13,9,13,20,11,17,12,172,77,20,8,2738304,6001,6001,2356,Mixed_Race,117,11,1992/6/18,0,0,5299,,19335470
Haris Hajradinovic,M/AM C,28,120,130,"Bosnia and Herzegovina,North Macedonia",Kasımpaşa A.Ş.,12,14,13,12,15,13,6,13,6,5,17,16,11,16,13,13,9,13,10,16,12,12,16,8,12,7,14,12,11,12,11,7,13,11,13,10,13,13,13,7,12,3,2,1,3,2,3,3,1,2,2,4,12,11,10,10,10,13,8,7,1,8,1,1,12,1,12,14,18,12,14,20,12,7,178,70,20,8,2812109,5950,5338,4741,Northern_European,121,4,1994/2/18,5,1,6787,,21020532
Mikael,S,23,120,131,Brazil,U.S. Salernitana 1919,8,9,11,14,13,9,13,13,8,7,11,13,10,13,13,13,13,13,12,11,12,10,11,7,14,6,12,14,12,12,14,12,10,12,12,14,12,9,11,6,9,1,4,3,1,2,1,1,3,3,4,1,10,9,12,15,11,7,12,10,1,1,1,1,1,1,1,1,1,1,1,1,1,20,184,85,20,8,2588869,5856,5856,3753,Mediterranean_Hispanic,119,9,1999/5/28,0,0,8863,INT,19339555
Vitor Mendes,D C,23,120,129,Brazil,ATM,7,8,9,8,12,8,13,7,10,12,10,9,13,12,12,12,13,10,12,13,12,8,8,11,9,13,13,11,14,12,11,14,14,13,13,14,13,13,5,6,14,2,3,4,2,3,3,1,2,4,1,2,20,10,13,11,10,9,9,7,1,1,20,1,1,1,13,1,1,1,1,1,1,1,186,75,8,20,1044899,5875,5875,2765,African_Caribbean,119,12,1999/2/13,0,0,6548,JUV,19339459
Gustavo Mantuan,AM/S RLC,21,120,-75,"Brazil,Italy",COR,7,10,12,12,13,6,10,13,5,6,10,11,9,13,9,12,10,11,12,11,11,11,13,5,12,8,11,12,14,14,6,8,10,14,15,9,14,5,11,13,12,1,3,2,2,3,1,1,3,1,4,3,13,14,3,12,11,11,12,10,1,1,1,5,1,10,1,1,1,15,20,15,16,17,176,76,8,20,13355896,6000,6000,3000,Mediterranean_Hispanic,112,9,2001/6/20,0,0,6428,Zenit St. Petersburg,19346096
Martinelli,DM/M C,20,120,140,Brazil,FLU,10,8,14,11,15,10,10,15,4,13,13,4,10,13,5,12,11,11,11,13,15,5,15,6,11,11,11,14,14,15,11,7,6,14,9,8,12,5,11,14,11,3,1,3,1,3,3,1,1,2,1,3,12,11,6,10,13,11,11,13,1,1,1,1,1,1,20,1,16,1,1,1,1,1,176,68,20,7,11544532,5940,5940,2504,Mediterranean_Hispanic,116,8,2001/10/5,0,0,6167,,19406135
Riad Bajic,S,28,120,130,Bosnia and Herzegovina,Giresunspor,7,9,13,13,13,7,13,13,5,5,13,14,6,12,6,12,10,12,12,12,12,11,12,9,13,10,13,12,12,12,13,13,13,12,13,12,10,9,11,10,7,1,2,1,3,2,1,1,2,1,4,2,12,13,4,14,10,13,10,12,1,1,1,1,1,1,1,1,1,1,1,1,14,20,189,83,20,12,2295601,6000,6000,5000,Northern_European,120,4,1994/5/6,12,0,10000,,21024350
Praxedes,M/AM C,20,120,-8,Brazil,BRA,8,10,12,10,13,9,12,14,9,11,14,11,10,14,10,12,13,13,11,12,11,11,12,6,13,11,13,10,11,12,13,12,13,12,13,13,10,7,12,5,15,2,1,2,1,2,2,3,3,1,1,1,9,10,11,11,13,12,9,12,1,1,1,1,1,1,12,1,20,1,1,17,1,1,186,75,20,10,17025270,5942,5942,2894,African_Caribbean,116,10,2002/2/8,0,0,5906,,19406070
Danilo Boza,D/WB RC,24,120,124,Brazil,JUV,9,10,10,9,12,8,13,9,8,14,12,11,14,12,13,12,13,10,12,11,12,12,11,11,12,14,12,12,13,12,9,13,12,13,13,11,11,12,10,10,12,1,1,2,3,2,3,1,4,3,3,2,12,13,8,14,13,12,12,10,1,1,19,20,1,17,1,1,1,1,1,1,1,1,184,76,6,20,2153919,5981,5981,2470,Mediterranean_Hispanic,115,8,1998/5/6,0,0,5237,VDG,19354991
Lucas Piton,D/WB L,21,120,138,"Brazil,Italy",COR,11,14,13,7,13,9,6,6,13,10,13,7,12,14,11,11,10,13,13,13,13,13,11,6,11,11,13,13,14,14,11,8,13,14,13,9,11,14,9,9,10,4,1,3,3,2,3,1,3,3,1,3,8,14,5,10,12,12,10,14,1,20,1,1,18,1,1,15,1,1,12,1,1,1,175,0,20,6,6413628,6000,6000,2784,Mediterranean_Hispanic,114,2,2000/10/9,0,0,6709,,19380037
Lucas Oliveira,D C,26,120,124,Brazil,CEC,6,8,8,7,10,7,13,8,11,14,10,8,14,9,13,14,14,12,12,9,11,12,8,10,9,13,13,13,12,11,12,15,13,13,12,14,13,10,12,8,10,2,1,1,4,2,3,1,4,2,1,2,12,11,7,13,11,12,13,12,1,1,20,1,1,1,1,1,1,1,1,1,1,1,187,82,8,20,1291863,5951,5951,2749,Mediterranean_Hispanic,120,4,1996/2/2,0,0,6548,,19367739
Rubens,D/AM LC,21,120,142,Brazil,ATM,11,11,13,11,12,11,5,11,12,12,14,12,13,13,10,12,15,12,13,12,13,17,14,11,13,11,13,15,12,11,10,7,13,12,13,8,13,8,13,12,15,2,3,1,2,1,3,3,1,4,3,1,16,13,1,15,11,10,11,14,1,17,1,1,15,1,8,13,15,1,20,14,10,1,178,66,20,9,7463130,5897,5897,3007,Mediterranean_Hispanic,116,10,2001/6/21,0,0,6548,,19367258
Luan Patrick,D C,20,120,-75,Brazil,ATP,5,5,9,10,15,3,13,11,6,13,12,7,12,11,15,10,12,12,11,11,15,10,7,13,10,11,12,12,15,13,5,15,10,13,10,10,16,12,9,9,14,4,3,1,2,3,3,4,2,3,2,3,15,11,8,9,14,14,11,11,1,1,20,1,1,1,14,1,12,1,1,1,1,1,190,78,12,20,14040017,5970,5970,2584,Northern_European,119,2,2002/1/20,0,0,6080,AMG,19369124
Sandry,M C,19,120,145,Brazil,SAN,5,7,11,12,13,11,12,7,7,13,14,11,13,15,13,12,11,10,12,14,13,10,14,2,12,12,12,12,12,12,10,10,15,12,14,12,13,14,16,10,13,1,2,2,1,1,1,1,1,1,2,3,10,10,8,11,8,11,10,11,1,1,1,1,1,1,14,1,20,1,1,1,1,1,174,66,11,20,11913802,5954,5954,3242,African_Caribbean,120,8,2002/8/30,0,0,6080,,19368081
Rodrigo Muniz,S,21,120,145,Brazil,Fulham,8,10,13,13,13,10,14,11,10,7,13,11,7,12,10,13,13,13,12,11,12,13,15,11,14,10,12,13,13,13,11,14,12,14,10,10,11,4,10,5,15,4,2,1,1,3,3,3,2,3,3,1,19,10,7,12,12,14,11,12,1,1,1,1,1,1,1,1,1,1,1,1,1,20,185,80,8,20,18268698,6000,6000,4274,Mediterranean_Hispanic,121,9,2001/5/4,0,0,13919,Middlesbrough,19352610
Daniel Holzer,D/WB/M/AM L,26,120,129,Czech Republic,Slovácko,12,13,13,10,15,12,6,11,6,7,15,13,10,14,6,12,6,7,13,11,12,11,13,11,10,9,13,16,11,12,10,6,14,13,13,10,11,7,12,13,11,1,3,1,2,2,3,1,1,4,1,3,10,14,6,12,8,10,12,10,1,19,1,1,17,1,1,20,1,10,18,10,10,1,177,70,20,10,824238,6000,6000,3002,Northern_European,113,1,1995/8/18,0,0,3045,,25034060
Lucas Pires,D/WB RL,21,120,-8,Brazil,SAN,10,15,13,10,11,10,10,11,10,9,13,7,9,14,6,11,9,11,11,13,12,11,12,5,14,10,12,9,14,13,12,11,13,13,13,11,11,5,11,9,13,4,2,1,3,2,3,3,1,2,2,3,15,12,7,11,12,9,13,10,1,20,1,1,18,1,1,13,1,15,13,1,15,1,182,76,20,8,11863270,5982,5982,2322,Mixed_Race,108,17,2001/3/24,0,0,6080,,19335371
Hasan Al-Haydos,M/AM/S R,31,120,125,Qatar,Al-Sadd Sports Club,9,11,10,11,10,12,7,11,11,6,11,9,6,13,12,11,12,12,11,8,11,15,9,15,11,5,14,15,13,13,11,10,13,13,15,9,11,11,12,8,12,2,3,3,3,1,4,3,2,3,2,3,13,13,7,13,12,15,15,15,1,1,1,1,1,1,1,1,13,19,1,13,20,18,170,65,8,20,3981586,5991,5991,4243,North_African__Middle_Eastern,108,10,1990/12/11,160,34,38653,,23046562
Domagoj Antolić,M C,32,120,122,Croatia,Damac Football Club,14,15,8,10,12,13,6,11,5,11,15,13,13,13,15,17,10,15,13,15,14,13,12,15,14,17,16,14,7,7,12,9,11,8,13,12,13,11,8,8,14,3,3,1,2,1,2,1,2,1,1,2,12,8,5,19,13,18,12,12,1,1,1,1,1,1,15,10,20,12,6,14,6,1,179,73,12,20,2189197,5600,5850,4500,Northern_European,123,2,1990/6/30,6,0,16385,,24003558
Igor Cariús,D/WB L,29,120,126,Brazil,CUI,12,12,13,9,12,11,8,11,9,10,12,10,11,12,13,12,12,12,12,12,13,11,13,11,13,9,13,12,14,14,12,9,13,13,13,11,12,8,11,5,17,2,1,3,3,2,3,3,3,1,2,2,10,11,5,11,10,14,11,11,1,20,1,1,17,1,1,1,1,1,1,1,1,1,184,82,20,10,1161671,6101,6101,3010,Mixed_Race,117,11,1993/5/1,0,0,5237,,19278016
Ali Saleh,AM/S L,22,120,140,"United Arab Emirates,Scotland",Al-Wasl Football Club,10,10,15,9,15,10,12,12,9,10,11,3,9,12,15,12,11,9,11,12,12,18,10,4,15,10,11,13,11,15,8,10,16,14,7,6,20,7,11,8,11,1,2,4,1,4,4,3,2,3,1,1,8,12,4,10,13,13,13,14,1,1,1,1,1,1,1,15,1,1,20,1,1,18,176,69,20,20,11602347,5500,5500,2500,North_African__Middle_Eastern,116,10,2000/1/22,22,3,22138,,23402469
Sultan Al-Ghanam,D/M R,28,120,125,Saudi Arabia,Al-Nassr Football Club,11,14,14,5,12,9,9,10,10,11,13,7,13,12,10,12,12,9,13,11,13,13,8,9,12,14,12,11,14,15,15,6,12,14,13,12,13,6,11,6,16,2,1,1,2,2,2,2,3,2,3,2,12,12,7,12,13,13,14,15,1,1,1,20,1,13,11,1,14,18,1,1,1,1,173,67,5,20,4975913,5494,5494,2244,North_African__Middle_Eastern,120,8,1994/5/6,21,0,20882,,23374871
Milad Mohammadi,D/WB L,28,120,125,Iran,AEK Athens,9,12,11,8,11,8,10,10,13,11,11,8,13,11,12,11,12,10,13,10,9,10,10,6,11,11,12,14,14,15,12,9,13,14,13,11,9,8,9,5,14,3,1,3,2,3,2,2,2,2,2,1,13,13,7,12,10,13,12,11,1,20,1,14,19,10,1,14,1,7,6,1,1,1,178,79,20,14,1155525,5999,5999,3999,North_African__Middle_Eastern,116,7,1993/9/29,46,1,9461,,23349097
Mehrdad Mohammadi,AM/S RL,28,120,128,Iran,Al-Sailiya Sports Club,8,11,16,12,14,12,8,14,6,5,10,10,6,16,5,7,6,12,7,13,7,6,18,6,8,4,7,7,14,15,7,8,14,14,12,5,9,12,11,4,8,2,1,3,1,3,3,1,3,3,2,2,13,11,15,11,11,8,7,8,1,1,1,1,1,1,1,1,1,1,16,1,20,19,178,74,20,16,7778416,6000,6250,3400,North_African__Middle_Eastern,110,8,1993/9/29,2,1,28398,,23349118
Thonny Anderson,AM/S LC,24,120,130,Brazil,BRA,9,10,12,12,12,10,12,10,4,5,13,10,6,13,9,11,11,10,11,12,11,9,13,6,13,7,12,12,13,12,13,12,12,13,12,12,11,8,10,7,20,3,1,3,1,3,1,1,3,1,4,1,6,11,14,7,9,6,8,6,1,12,10,1,13,1,12,14,13,13,19,18,14,20,184,81,20,12,1432570,5950,5950,2802,Mediterranean_Hispanic,112,13,1997/12/27,0,0,4858,CTB,19317126
Omid Noorafkan,D/DM/M LC,25,120,128,Iran,Foolad Mobarakeh Sepahan Club,11,10,11,10,12,10,12,14,8,11,13,9,12,14,9,13,8,14,13,14,12,13,10,15,10,12,13,13,10,11,13,13,12,10,14,12,11,15,14,11,14,2,1,2,2,2,1,3,2,2,3,2,6,14,11,15,13,12,13,10,1,19,1,1,1,1,17,1,20,1,1,10,1,1,181,78,20,9,169320,5330,5372,2741,North_African__Middle_Eastern,117,6,1997/4/9,13,0,9565,,23340580
Sadegh Moharrami,D R,26,120,121,Iran,GNK Dinamo Zagreb,3,10,13,5,12,4,10,6,13,13,11,8,16,12,12,14,14,11,13,9,11,14,11,5,12,13,16,17,15,13,14,7,14,14,16,10,11,2,12,8,8,2,3,2,2,3,2,2,3,2,1,1,9,13,2,13,14,15,17,19,1,1,1,20,1,15,1,1,1,12,1,1,1,1,174,71,5,20,1445847,6200,6200,5000,North_African__Middle_Eastern,121,8,1996/3/1,19,0,3845,,23260451
Khalid Abdulraheem Bawazir,AM/S RL,26,120,130,United Arab Emirates,Sharjah Sports Club,10,15,12,12,12,8,10,7,9,9,15,12,6,13,8,8,12,10,11,12,10,10,8,13,13,7,14,15,12,13,13,8,10,15,14,8,9,8,6,12,13,2,3,3,2,2,2,2,2,1,1,3,13,13,8,11,14,15,15,13,1,1,1,1,1,1,1,1,1,1,18,1,20,19,176,63,20,12,277267,4000,4280,802,North_African__Middle_Eastern,120,10,1995/8/5,6,0,14119,,23241687
Luiz Fernando,AM RL,25,120,128,Brazil,ATG,11,11,14,9,13,10,9,9,8,8,13,13,8,13,12,12,8,12,9,12,10,12,14,11,12,9,13,13,14,14,11,9,12,14,13,8,10,9,11,4,14,3,3,1,3,3,2,3,1,1,1,4,17,12,6,10,11,12,7,10,1,1,1,1,1,1,1,10,1,12,16,13,20,10,178,66,10,20,3030436,6000,6000,2532,Mixed_Race,118,15,1996/10/16,0,0,4858,,19287055
Paulinho Boia,AM RLC,24,120,125,Brazil,Metalist Kharkiv,9,11,13,11,12,9,8,14,6,6,12,7,7,12,8,11,7,12,9,11,12,11,14,11,12,7,10,11,15,14,9,11,12,13,12,9,11,10,10,15,13,2,2,3,1,2,2,2,1,2,2,1,13,10,7,12,8,10,10,12,1,1,1,1,1,1,1,1,1,12,20,15,16,14,173,67,12,20,2658243,6000,6000,1750,African_Caribbean,114,15,1998/6/26,0,0,7597,Kyoto Mantis,19290865
Léo Chu,AM L,22,120,133,Brazil,Seattle Sounders FC,7,10,14,11,13,8,8,13,7,7,12,13,8,13,10,12,10,12,10,12,12,12,14,13,13,8,12,11,14,14,11,9,12,14,12,7,13,8,10,10,12,1,2,2,3,2,1,3,3,4,3,3,14,12,1,10,12,12,7,12,1,1,1,1,1,1,1,1,1,1,20,1,12,15,178,69,20,12,3176043,5909,6076,3252,African_Caribbean,119,17,2000/4/6,0,0,10664,,19302919
Theerathon Bunmathan,D/WB/M LC,32,120,120,Thailand,Buriram United,14,14,13,11,14,15,6,12,13,11,14,13,11,13,13,13,14,10,12,14,12,11,14,14,8,12,13,12,12,13,7,7,13,13,12,11,13,9,13,6,14,2,4,1,4,3,2,1,2,2,1,1,12,10,7,11,13,10,11,15,1,20,1,1,18,1,10,13,16,1,1,1,1,1,171,61,20,9,405438,5986,6211,3024,South_East_Asian,116,9,1990/2/6,72,6,4441,,23098404
Marcinho,D R,26,120,136,Brazil,Pafos FC,13,13,13,11,13,12,10,11,10,12,12,10,11,12,12,12,11,13,10,13,10,13,13,9,13,10,13,13,14,14,13,8,12,13,14,13,11,12,12,9,11,2,3,1,1,3,1,3,1,4,2,3,15,14,6,13,11,13,10,12,1,1,1,20,1,15,1,1,1,10,1,1,1,1,178,71,10,20,982869,6056,6056,3303,Mediterranean_Hispanic,119,11,1996/5/16,0,0,2945,BAH,19286840
Santiago Montoya,AM C,30,120,132,Colombia,Corporación Social Deportiva y Cultural de Pereira,11,12,14,12,13,11,10,11,8,10,13,11,11,14,12,12,12,12,13,13,13,13,13,8,13,7,11,11,12,14,12,9,13,11,13,12,9,6,10,10,12,3,1,1,2,1,3,2,1,1,2,1,13,12,6,12,12,11,10,12,1,1,1,1,1,1,1,1,12,1,8,20,8,1,173,63,20,10,291064,6000,6000,3000,Mediterranean_Hispanic,119,8,1991/9/15,1,0,6410,,14057898
Michal Trávník,DM/M/AM C,28,120,140,Czech Republic,Sparta Prague,14,12,13,12,14,14,12,10,4,9,13,15,12,14,14,11,14,11,13,14,11,12,14,9,12,13,9,13,12,14,13,8,8,12,12,9,10,13,8,12,15,1,1,3,3,2,1,2,3,2,1,4,10,11,9,11,11,11,10,10,1,1,1,1,1,1,18,5,20,5,1,16,5,1,174,68,12,20,1962980,6240,6240,5041,Northern_European,121,1,1994/5/17,5,0,7104,Slovácko,25034217
Ondřej Kolář,GK,27,120,140,Czech Republic,Slavia Prague,2,1,3,1,11,4,4,2,8,8,11,3,7,11,3,12,12,13,12,8,11,14,15,10,2,11,9,1,12,11,16,16,14,9,10,14,11,10,11,6,1,15,12,8,13,14,15,14,15,18,10,16,10,16,8,14,12,14,16,10,20,1,1,1,1,1,1,1,1,1,1,1,1,1,193,81,6,20,5089137,6800,6760,4467,Northern_European,120,1,1994/10/17,1,0,8119,,25034256
Magnus Kofod,DM/M C,23,120,144,Denmark,Venezia Football Club,10,10,11,8,14,12,6,11,5,13,14,12,12,15,10,12,12,13,13,14,14,15,11,11,13,12,13,13,11,12,11,6,14,11,12,11,11,11,12,5,1,3,3,2,1,1,2,3,1,1,3,3,14,13,3,13,13,14,13,13,1,1,1,1,1,1,17,1,20,1,1,8,1,1,173,63,9,20,3256054,6000,6000,3750,Northern_European,120,4,1999/5/10,0,0,4499,,27128908
Airton,DM,32,120,130,Brazil,,2,3,6,2,14,2,15,2,11,14,13,11,14,13,12,14,15,16,15,12,13,12,10,14,11,14,15,15,11,11,14,15,7,13,11,16,14,16,14,10,11,1,2,2,2,1,1,1,2,1,2,3,5,13,9,9,14,13,12,6,1,1,10,1,1,1,20,1,12,1,1,1,1,1,180,83,10,20,-1,6000,6000,3250,African_Caribbean,123,15,1990/2/21,0,0,,,19055098
Cicinho,D/WB RL,33,120,135,"Bulgaria,Brazil",Ludogorets Razgrad,11,12,12,8,12,11,6,7,12,9,12,11,12,12,15,11,14,11,11,11,9,13,11,7,11,9,15,15,15,15,10,6,13,15,14,9,14,13,11,8,13,3,2,1,1,3,3,3,2,3,3,3,8,13,6,13,10,11,4,3,1,15,1,20,11,17,1,9,1,12,1,1,9,1,168,65,9,20,233284,6005,5238,4675,African_Caribbean,110,15,1988/12/26,7,0,6559,,19047159
Jacob Christensen,DM/M C,21,120,145,Denmark,Football Club Nordsjælland,11,9,12,4,13,11,8,10,8,13,13,12,13,13,16,14,16,14,14,13,13,14,9,5,14,14,14,14,11,12,13,9,14,12,13,13,12,14,11,5,4,2,3,1,2,3,3,1,1,2,3,1,15,12,5,12,13,14,14,11,1,1,1,10,1,7,20,1,20,1,1,10,1,1,178,61,7,20,4040025,6747,4824,2543,Northern_European,122,3,2001/6/25,0,0,1344,,27137333
Felipe Alves,GK,34,120,133,Brazil,FOR,9,1,12,2,13,12,3,2,10,2,13,4,2,11,9,12,12,12,12,13,11,11,13,11,10,12,12,10,11,14,10,14,13,11,10,12,13,7,13,10,12,12,11,11,18,12,13,12,14,14,16,13,8,10,13,10,10,10,7,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,187,79,20,10,1816646,6250,6250,2500,Mediterranean_Hispanic,118,7,1988/5/21,0,0,1340,SPO,19030163
Ricardo Nascimento,D C,35,120,125,Brazil,Royal AM Football Club,8,10,10,10,10,10,14,9,13,14,12,16,14,12,12,12,11,9,13,11,12,11,9,12,11,12,12,12,10,12,14,16,13,10,12,14,14,12,12,7,10,2,3,4,3,3,2,1,1,3,3,3,12,9,7,8,10,12,12,12,1,5,20,1,1,1,1,1,1,1,1,1,1,1,189,82,20,6,23203,5900,4480,1317,Mixed_Race,121,12,1987/2/7,0,0,3093,,19026266
Luiz Gustavo,DM/M C,35,120,155,Brazil,Al-Nassr Football Club,4,9,8,5,12,4,12,11,4,14,12,8,16,14,15,15,17,15,15,8,15,18,7,15,12,14,15,7,9,9,16,14,17,9,10,13,13,16,16,6,14,3,1,1,1,2,2,3,2,1,3,2,14,16,9,13,14,18,7,10,1,10,12,1,7,1,20,1,20,1,1,1,1,1,187,78,20,12,566405,6000,7120,6285,Mixed_Race,116,13,1987/7/23,41,2,61086,,19016523
Omar Kamal,WB/M/AM RC,28,120,129,Egypt,Future Football Club,8,9,11,10,13,8,8,12,8,8,10,4,9,12,8,8,10,11,7,6,10,11,12,3,13,9,9,16,14,12,13,8,15,16,10,4,12,14,17,5,15,3,2,2,1,1,1,3,2,1,3,3,20,11,3,13,9,9,11,11,1,12,1,14,1,17,1,1,1,17,14,17,20,1,186,0,15,20,2326498,5950,6000,3250,North_African__Middle_Eastern,104,8,1993/9/29,12,0,8115,,2000068163
Fernando Beltrán,DM/M C,24,120,141,Mexico,CD Guadalajara,11,11,13,8,13,9,6,8,7,12,14,7,8,14,9,14,14,10,13,13,13,6,14,7,10,11,13,16,13,14,12,6,16,14,16,9,14,10,10,9,11,1,1,1,4,3,2,1,1,1,1,1,20,11,6,12,13,9,8,13,1,1,1,1,1,1,20,1,20,1,1,1,1,1,164,66,10,20,1279309,5992,5992,2499,Mediterranean_Hispanic,118,11,1998/5/8,8,0,10014,,51067962
Paulo Victor,GK,35,120,130,"Brazil,Italy",Al-Ettifaq Football Club,1,1,3,2,10,8,8,1,5,2,10,2,2,9,12,13,11,10,13,10,10,13,2,14,3,12,13,11,11,14,12,15,12,12,11,13,11,9,11,6,13,13,11,12,6,12,13,12,15,13,14,14,12,10,7,10,12,14,12,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,187,76,20,8,1336830,6000,6000,4500,Mediterranean_Hispanic,120,6,1987/1/12,0,0,19604,,19014205
